,package,folder,file,class_name,fun_name,self_candidate,num_ordinary_params,num_autoassign_params
0,jupyter_server,/home/quimey/.local/lib/python3.9/site-packages/jupyter_server/extension,application.py,ExtensionApp,_link_jupyter_server_extension,self,0,1
0,rpcq,/home/quimey/.local/lib/python3.9/site-packages/rpcq,_spec.py,RPCSpec,__init__,self,0,2
0,rpcq,/home/quimey/.local/lib/python3.9/site-packages/rpcq,_server.py,Server,__init__,self,2,2
0,rpcq,/home/quimey/.local/lib/python3.9/site-packages/rpcq,_client.py,Client,__init__,self,1,2
0,rpcq,/home/quimey/.local/lib/python3.9/site-packages/rpcq/external,dataclasses.py,_DataclassParams,__init__,self,0,6
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/reductions,reduction.py,Reduction,__init__,self,0,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/reductions,solution.py,Solution,__init__,self,0,5
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/reductions,canonicalization.py,Canonicalization,__init__,self,1,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/constraints,second_order.py,SOC,__init__,self,3,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/constraints,power.py,PowConeND,__init__,self,1,4
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/constraints,constraint.py,Constraint,__init__,self,1,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms,lambda_sum_largest.py,lambda_sum_largest,__init__,self,1,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms,axis_atom.py,AxisAtom,__init__,self,1,2
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms,geo_mean.py,geo_mean,__init__,self,2,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms,sum_largest.py,sum_largest,__init__,self,1,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms/affine,index.py,special_index,__init__,self,1,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms/affine,reshape.py,reshape,__init__,self,2,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms/affine,transpose.py,transpose,__init__,self,1,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/atoms/elementwise,power.py,power,__init__,self,2,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/transforms,partial_optimize.py,PartialProblem,__init__,self,1,3
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/transforms,indicator.py,indicator,__init__,self,1,1
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/transforms,suppfunc.py,SuppFunc,__init__,self,0,2
0,cvxpy,/home/quimey/.local/lib/python3.9/site-packages/cvxpy/lin_ops,lin_op.py,LinOp,__init__,self,0,4
0,lmfit,/home/quimey/.local/lib/python3.9/site-packages/lmfit,models.py,ExpressionModel,__init__,self,3,1
0,lmfit,/home/quimey/.local/lib/python3.9/site-packages/lmfit,model.py,ModelResult,__init__,self,8,4
0,lmfit,/home/quimey/.local/lib/python3.9/site-packages/lmfit,minimizer.py,Minimizer,__init__,self,2,8
0,lmfit,/home/quimey/.local/lib/python3.9/site-packages/lmfit,confidence.py,ConfidenceInterval,__init__,self,2,6
0,lmfit,/home/quimey/.local/lib/python3.9/site-packages/lmfit,parameter.py,Parameter,__init__,self,2,6
0,click,/home/quimey/.local/lib/python3.9/site-packages/click,formatting.py,HelpFormatter,__init__,self,1,2
0,click,/home/quimey/.local/lib/python3.9/site-packages/click,testing.py,CliRunner,__init__,self,1,3
0,click,/home/quimey/.local/lib/python3.9/site-packages/click,parser.py,OptionParser,__init__,self,0,1
0,click,/home/quimey/.local/lib/python3.9/site-packages/click,utils.py,PacifyFlushWrapper,__init__,self,0,1
0,click,/home/quimey/.local/lib/python3.9/site-packages/click,_termui_impl.py,Editor,__init__,self,0,4
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/test,pystone.py,Record,__init__,self,0,5
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/test,ssl_servers.py,HTTPSServerThread,start,self,0,1
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/urllib,request.py,ftpwrapper,__init__,self,1,6
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/urllib,response.py,addinfourl,__init__,self,1,3
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/urllib,error.py,ContentTooShortError,__init__,self,1,1
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/email,quoprimime.py,_body_accumulator,__init__,self,1,1
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/email,message.py,Message,__init__,self,0,1
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/email,headerregistry.py,HeaderRegistry,__init__,self,1,2
0,future,/home/quimey/.local/lib/python3.9/site-packages/future/backports/html,parser.py,HTMLParser,__init__,self,0,1
0,zmq,/home/quimey/.local/lib/python3.9/site-packages/zmq,error.py,ZMQVersionError,__init__,self,0,2
0,zmq,/home/quimey/.local/lib/python3.9/site-packages/zmq/auth,base.py,Authenticator,__init__,self,2,1
0,zmq,/home/quimey/.local/lib/python3.9/site-packages/zmq/auth,thread.py,ThreadAuthenticator,__init__,self,1,2
0,zmq,/home/quimey/.local/lib/python3.9/site-packages/zmq/backend/cffi,socket.py,Socket,__init__,self,2,1
0,zmq,/home/quimey/.local/lib/python3.9/site-packages/zmq/eventloop,zmqstream.py,ZMQStream,__init__,self,1,1
0,zmq,/home/quimey/.local/lib/python3.9/site-packages/zmq/eventloop/minitornado,ioloop.py,PeriodicCallback,__init__,self,1,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/adapter,components.py,Capabilities,__init__,self,1,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/common,json.py,JsonObject,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_frame_eval/vendored/bytecode,instr.py,Instr,__init__,self,3,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_imps,_pydev_saved_modules.py,VerifyShadowedImport,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_runfiles,pydev_runfiles_parallel.py,ClientThread,__init__,self,0,5
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_runfiles,pydev_runfiles_parallel_client.py,ServerFacade,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_runfiles,pydev_runfiles.py,PydevTestRunner,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_runfiles,pydev_runfiles_nose.py,PydevPlugin,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_runfiles,pydev_runfiles_xml_rpc.py,ServerComm,__init__,self,2,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_bundle,pydev_umd.py,UserModuleDeleter,__init__,self,0,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_bundle,pydev_monkey.py,_NewThreadStartupWithoutTrace,__init__,self,0,3
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_bundle,pydev_ipython_console.py,InterpreterInterface,__init__,self,2,3
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_bundle,_pydev_jy_imports_tipper.py,Info,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_bundle,_pydev_getopt.py,GetoptError,__init__,self,0,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_bundle/fsnotify,scandir_vendored.py,GenericDirEntry,__init__,self,1,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydev_bundle/fsnotify,__init__.py,Watcher,__init__,self,0,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/pydevd_plugins,django_debug.py,DjangoTemplateSyntaxErrorFrame,__init__,self,3,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/pydevd_plugins,jinja2_debug.py,Jinja2TemplateSyntaxErrorFrame,__init__,self,4,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_plugin_utils.py,PluginManager,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_breakpoints.py,FunctionBreakpoint,__init__,self,0,6
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_custom_frames.py,CustomFrame,__init__,self,0,3
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_net_command.py,NetCommand,__init__,self,3,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_traceproperty.py,DebugProperty,__init__,self,1,3
1,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_traceproperty.py,DebugProperty,getter,self,0,1
2,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_traceproperty.py,DebugProperty,setter,self,0,1
3,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_traceproperty.py,DebugProperty,deleter,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_process_net_command_json.py,PyDevJsonCommandProcessor,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_bytecode_utils.py,Variant,__init__,self,0,6
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_frame_utils.py,_DummyFrameWrapper,__init__,self,1,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_command_line_handling.py,ArgHandlerBool,__init__,self,0,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_code_to_source.py,_PyCodeToSource,__init__,self,0,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_utils.py,DAPGrouper,__init__,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_collect_bytecode_info.py,_Disassembler,__init__,self,0,3
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_stackless.py,_TaskletInfo,__init__,self,1,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle,pydevd_reload.py,Reload,__init__,self,2,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle/_debug_adapter,pydevd_schema.py,PydevdAuthorizeResponseBody,__init__,self,1,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/_pydevd_bundle/_debug_adapter,__main__pydevd_gen_debug_adapter_protocol.py,Ref,__init__,self,0,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/pydevd_attach_to_process/winappdbg,textio.py,Logger,__init__,self,0,2
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/pydevd_attach_to_process/winappdbg,interactive.py,ConsoleDebugger,start_using_debugger,self,0,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/_vendored/pydevd/pydevd_attach_to_process/winappdbg,window.py,Window,__init__,self,2,1
0,debugpy,/home/quimey/.local/lib/python3.9/site-packages/debugpy/launcher,output.py,CaptureOutput,__init__,self,3,1
0,pure_eval,/home/quimey/.local/lib/python3.9/site-packages/pure_eval,core.py,Evaluator,__init__,self,0,1
0,psutil,/home/quimey/.local/lib/python3.9/site-packages/psutil,_psbsd.py,Process,__init__,self,0,1
0,psutil,/home/quimey/.local/lib/python3.9/site-packages/psutil,_pslinux.py,Process,__init__,self,0,1
0,psutil,/home/quimey/.local/lib/python3.9/site-packages/psutil,_psaix.py,Process,__init__,self,0,1
0,psutil,/home/quimey/.local/lib/python3.9/site-packages/psutil,_pswindows.py,Process,__init__,self,0,1
0,psutil,/home/quimey/.local/lib/python3.9/site-packages/psutil,_pssunos.py,Process,__init__,self,0,1
0,psutil,/home/quimey/.local/lib/python3.9/site-packages/psutil,_psosx.py,Process,__init__,self,0,1
0,executing,/home/quimey/.local/lib/python3.9/site-packages/executing,executing.py,NodeFinder,__init__,self,2,2
0,argon2,/home/quimey/.local/lib/python3.9/site-packages/argon2,_password_hasher.py,PasswordHasher,__init__,self,6,1
0,json5,/home/quimey/.local/lib/python3.9/site-packages/json5,parser.py,Parser,__init__,self,1,1
0,pluggy,/home/quimey/.local/lib/python3.9/site-packages/pluggy,_manager.py,PluginManager,__init__,self,0,1
0,pluggy,/home/quimey/.local/lib/python3.9/site-packages/pluggy,_hooks.py,HookSpec,__init__,self,0,3
0,pluggy,/home/quimey/.local/lib/python3.9/site-packages/pluggy,_tracing.py,TagTracerSub,__init__,self,0,2
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/cp,model.py,CpoModel,__init__,self,2,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/cp,tokenizer.py,Tokenizer,__init__,self,3,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/cp/cpo,cpo_compiler.py,CpoCompiler,__init__,self,0,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/cp/solver,solver_listener.py,DelayListener,__init__,self,0,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/cp/solver,solver.py,CpoSolver,__init__,self,0,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/cp/solver,docloud_client.py,JobClient,__init__,self,0,1
1,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/cp/solver,docloud_client.py,JobClient,map_to_job,self,0,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/util,logging_utils.py,LoggerToFile,__init__,self,0,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/util/dods,executor.py,Executor,__init__,self,0,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/mp,docloud_connector.py,DOcloudConnector,__init__,self,0,2
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/mp,utils.py,MultiObjective,__init__,self,0,6
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/mp,cplex_adapter.py,CplexAdapter,__init__,self,1,1
0,docplex,/home/quimey/.local/lib/python3.9/site-packages/docplex/mp,progress.py,KpiPrinter,__init__,self,4,1
0,Crypto,/home/quimey/.local/lib/python3.9/site-packages/Crypto/Hash,TupleHash128.py,TupleHash,__init__,self,2,1
0,Crypto,/home/quimey/.local/lib/python3.9/site-packages/Crypto/SelfTest,__init__.py,SelfTestError,__init__,self,0,2
0,Crypto,/home/quimey/.local/lib/python3.9/site-packages/Crypto/SelfTest/Hash,common.py,MACSelfTest,__init__,self,3,3
0,Crypto,/home/quimey/.local/lib/python3.9/site-packages/Crypto/SelfTest/Cipher,common.py,MemoryviewTest,__init__,self,1,1
0,Crypto,/home/quimey/.local/lib/python3.9/site-packages/Crypto/SelfTest/Cipher,test_AES.py,TestOutput,__init__,self,0,1
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel,heartbeat.py,Heartbeat,__init__,self,1,1
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel,kernelspec.py,InstallIPythonKernelSpecApp,initialize,self,0,1
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel,log.py,EnginePUBHandler,__init__,self,0,1
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel,parentpoller.py,ParentPollerWindows,__init__,self,0,2
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel,iostream.py,OutStream,__init__,self,4,3
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel,debugger.py,Debugger,__init__,self,1,4
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel/gui,gtkembed.py,GTKEmbed,__init__,self,0,1
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel/gui,gtk3embed.py,GTKEmbed,__init__,self,0,1
0,ipykernel,/home/quimey/.local/lib/python3.9/site-packages/ipykernel/inprocess,channels.py,InProcessHBChannel,__init__,self,0,1
0,nbconvert,/home/quimey/.local/lib/python3.9/site-packages/nbconvert/filters,citation.py,CitationParser,feed,self,0,1
0,rfc3986,/home/quimey/.local/lib/python3.9/site-packages/rfc3986,builder.py,URIBuilder,__init__,self,0,7
0,defusedxml,/home/quimey/.local/lib/python3.9/site-packages/defusedxml,expatreader.py,DefusedExpatParser,__init__,self,2,3
0,defusedxml,/home/quimey/.local/lib/python3.9/site-packages/defusedxml,ElementTree.py,DefusedXMLParser,__init__,self,3,3
0,defusedxml,/home/quimey/.local/lib/python3.9/site-packages/defusedxml,xmlrpc.py,DefusedExpatParser,__init__,self,1,3
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/generators,degree_seq.py,DegreeSequenceRandomGraph,__init__,self,1,1
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/generators,internet_as_graphs.py,AS_graph_generator,__init__,self,1,1
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/readwrite,gexf.py,GEXFReader,__init__,self,1,1
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/readwrite,graphml.py,GraphMLReader,__init__,self,1,2
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms,clique.py,MaxWeightClique,__init__,self,1,1
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms/coloring,greedy_coloring.py,_AdjEntry,__init__,self,0,1
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms/tree,branchings.py,ArborescenceIterator,__init__,self,2,2
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms/tree,mst.py,SpanningTreeIterator,__init__,self,1,3
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms/tests,test_planar_drawing.py,Vector,__init__,self,0,3
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms/isomorphism,temporalisomorphvf2.py,TimeRespectingDiGraphMatcher,__init__,self,2,2
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms/isomorphism,isomorphvf2.py,DiGMState,__init__,self,2,1
0,networkx,/home/quimey/.local/lib/python3.9/site-packages/networkx/algorithms/isomorphism,ismags.py,ISMAGS,__init__,self,3,2
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/lib,pretty.py,_ReFlags,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/lib,backgroundjobs.py,BackgroundJobFunc,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/lib,display.py,Code,__init__,self,3,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/utils,PyColorize.py,Parser,__init__,self,3,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/utils,syspathcontext.py,prepended_to_syspath,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/utils,io.py,Tee,__init__,self,2,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/utils,sentinel.py,Sentinel,__init__,self,1,2
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/utils,capture.py,capture_output,__init__,self,0,3
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/utils,_process_win32_controller.py,Win32ShellCommandController,__init__,self,0,2
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/utils,contexts.py,preserve_keys,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/terminal/pt_inputhooks,wx.py,EventLoopRunner,Run,self,1,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/terminal/pt_inputhooks,__init__.py,UnknownBackend,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,magic.py,MagicAlias,__init__,self,0,4
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,prompts.py,LazyEvaluate,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,completer.py,IPCompleter,__init__,self,3,1
1,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,completer.py,IPCompleter,_complete,self,4,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,displayhook.py,CapturingDisplayHook,__init__,self,0,2
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,builtin_trap.py,BuiltinTrap,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,oinspect.py,Inspector,__init__,self,4,2
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,logger.py,Logger,__init__,self,0,4
1,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,logger.py,Logger,logstart,self,3,3
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,events.py,EventManager,__init__,self,1,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,display_functions.py,DisplayHandle,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,splitinput.py,LineInfo,__init__,self,0,2
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,history.py,HistorySavingThread,__init__,self,0,1
0,IPython,/home/quimey/.local/lib/python3.9/site-packages/IPython/core,display.py,Video,__init__,self,3,5
